customer_id,email,city,signup_date,channel
71,customer00071@example.com,Udon Thani,2024/01/19,ads
72,customer00072@example.com,Chon Buri,2024-01-19,ads
73,customer00073@example.com,Bangkok,2024-01-19,organic
74,customer00074@example.com,,2024-01-19,ads
75,customer00075@example.com,Bangkok,2024-01-19,organic
76,customer00076@example.com,Udon Thani,20/01/2024,referral
77,customer00077@example.com,Khon Kaen,2024-01-20,referral
78,customer00078@example.com,Bangkok,2024-01-21,ads
79,customer00079@example.com,Bangkok,2024-01-21,ads
80,customer00080@example.com,Chon Buri,2024-01-22,ads
81,customer00081@example.com,Chon Buri,2024-01-22,organic
82,customer00082@example.com,Chiang Mai,2024-01-23,ads
83,customer00083@example.com,Bangkok,2024/01/23,organic
84,customer00084@example.com,Bangkok,23/01/2024,ads
85,customer00085@example.com,Chiang Mai,23/01/2024,organic
85,customer00085@example.com,Chiang Mai,23/01/2024,organic
86,customer00086@example.com,Bangkok,2024-01-24,ads
87,customer00087@example.com,Chon Buri,2024-01-24,organic
88,customer00088@example.com,Chiang Mai,2024-01-25,organic
89,customer00089@example.com,Hat Yai,2024-01-25,referral
90,customer00090@example.com,Bangkok,2024-01-26,organic
91,customer00091@example.com,Bangkok,2024-01-26,organic
92,customer00092@example.com,Khon Kaen,2024-01-26,ads
93,customer00093@example.com,Chon Buri,2024-01-26,organic
94,customer00094@example.com,Bangkok,26/01/2024,organic
95,customer00095@example.com,Udon Thani,2024-01-26,ads
96,customer00096@example.com,Chiang Mai,2024-01-26,organic
97,customer00097@example.com,Khon Kaen,2024-01-28,referral
98,customer00098@example.com,Bangkok,2024/01/28,organic
99,customer00099@example.com,,2024/01/29,referral
100,customer00100@example.com,Bangkok,2024-01-29,ads
101,customer00101@example.com,Chon Buri,2024-01-29,organic
102,customer00102@example.com,Udon Thani,2024-01-29,organic
103,,CHIANG MAI,2024-01-29,organic
104,customer00104@example.com,Chiang Mai,2024-01-30,organic
105,customer00105@example.com,Nakhon Ratchasima,2024/01/30,ads
106,customer00106@example.com,Hat Yai,2024/01/30,ads
107,customer00107@example.com,Chon Buri,2024-01-30,ads
108,customer00108@example.com,Chiang Mai,2024-01-30,organic
108,customer00108@example.com,Chiang Mai,2024-01-30,organic
109,customer00109@example.com,Khon Kaen,31/01/2024,organic
110,customer00110@example.com,Udon Thani,2024/01/31,organic
111,customer00111@example.com,Khon Kaen,2024-01-31,organic
112,,Bangkok,2024/01/31,ads
113,,Chon Buri,2024/01/31,organic
114,customer00114@example.com,chon buri,01/02/2024,organic
115,customer00115@example.com,Bangkok,2024-02-01,organic
116,customer00116@example.com,Hat Yai,01/02/2024,referral
117,,Udon Thani,2024-02-02,ads
118,customer00118@example.com,Nakhon Ratchasima,02/02/2024,ads
119,customer00119@example.com,Hat Yai,2024/02/03,organic
120,customer00120@example.com,Bangkok,04/02/2024,ads
121,customer00121@example.com,Bangkok,04/02/2024,organic
122,customer00122@example.com,Bangkok,2024-02-04,organic
123,customer00123@example.com, Bangkok ,2024/02/04,organic
124,customer00124@example.com,Bangkok,2024-02-04,referral
125,customer00125@example.com,Nakhon Ratchasima,2024-02-05,organic
126,customer00126@example.com,,05/02/2024,organic
127,customer00127@example.com,Hat Yai,2024-02-05,organic
128,customer00128@example.com,Phuket,2024/02/05,organic
129,customer00129@example.com,Nakhon Ratchasima,2024/02/06,organic
130,customer00130@example.com,Bangkok,2024-02-06,organic
131,customer00131@example.com,Hat Yai,2024-02-06,organic
132,customer00132@example.com,Bangkok,06/02/2024,organic
133,customer00133@example.com,Chon Buri,2024-02-06,organic
134,customer00134@example.com,Bangkok,2024-02-07,organic
135,customer00135@example.com,Bangkok,2024-02-07,organic
136,customer00136@example.com,Chiang Mai,2024-02-07,organic
137,customer00137@example.com,Khon Kaen,2024-02-07,organic
138,customer00138@example.com,Chiang Mai,2024-02-07,organic
139,customer00139@example.com, Nakhon Ratchasima ,2024-02-07,ads
140,,Chiang Mai,2024-02-08,ads
141,customer00141@example.com,Bangkok,2024-02-08,organic
142,,Chon Buri,08/02/2024,referral
143,customer00143@example.com,Nakhon Ratchasima,08/02/2024,organic
144,customer00144@example.com,nakhon ratchasima,2024-02-09,ads
145,customer00145@example.com,Khon Kaen,2024-02-09,organic
146,customer00146@example.com,Bangkok,09/02/2024,ads
147,customer00147@example.com,Nakhon Ratchasima,2024-02-09,organic
148,customer00148@example.com, Bangkok ,2024/02/09,organic
149,customer00149@example.com,Chon Buri,2024-02-09,organic
150,customer00150@example.com,Khon Kaen,2024/02/10,referral
151,customer00151@example.com,Nakhon Ratchasima,10/02/2024,organic
152,customer00152@example.com,Khon Kaen,2024-02-10,organic
153,,Chon Buri,2024-02-10,ads
154,customer00154@example.com,Bangkok,2024-02-10,organic
155,customer00155@example.com,Bangkok,2024-02-11,organic
156,customer00156@example.com,Bangkok,2024/02/11,ads
157,customer00157@example.com,Bangkok,2024-02-11,referral
158,customer00158@example.com,Bangkok,2024-02-12,organic
159,,Nakhon Ratchasima,12/02/2024,organic
160,customer00160@example.com,Nakhon Ratchasima,2024-02-12,ads
161,customer00161@example.com,Chon Buri,2024-02-12,ads
162,customer00162@example.com,CHON BURI,12/02/2024,ads
163,customer00163@example.com,Bangkok,2024-02-12,ads
164,customer00164@example.com,Bangkok,2024/02/12,organic
165,,Phuket,2024-02-13,organic
166,customer00166@example.com,PHUKET,2024-02-13,organic
167,,Hat Yai,2024-02-13,ads
168,customer00168@example.com,Bangkok,2024-02-14,organic
169,customer00169@example.com, Bangkok ,2024-02-14,referral
170,customer00170@example.com,Bangkok,2024-02-15,organic
171,customer00171@example.com,Chon Buri,2024-02-15,organic
172,customer00172@example.com,Udon Thani,2024-02-15,organic
173,customer00173@example.com,Bangkok,15/02/2024,organic
174,customer00174@example.com,,2024/02/16,referral
175,customer00175@example.com,Hat Yai,2024-02-16,ads
176,customer00176@example.com,Khon Kaen,2024-02-16,referral
177,customer00177@example.com,Chiang Mai,2024-02-16,organic
178,customer00178@example.com,,2024-02-16,organic
179,customer00179@example.com,Bangkok,2024-02-17,ads
180,customer00180@example.com,Bangkok,2024-02-17,referral
181,customer00181@example.com,Udon Thani,2024-02-18,organic
182,customer00182@example.com,Bangkok,2024-02-19,ads
183,customer00183@example.com,Bangkok,2024-02-19,organic
184,customer00184@example.com,Udon Thani,19/02/2024,ads
185,customer00185@example.com,,2024-02-19,organic
186,customer00186@example.com, Nakhon Ratchasima ,2024-02-20,organic
187,customer00187@example.com,Udon Thani,2024-02-20,organic
188,customer00188@example.com,nakhon ratchasima,2024/02/21,organic
189,customer00189@example.com,Chiang Mai,2024-02-21,referral
190,customer00190@example.com,Hat Yai,2024-02-21,organic
191,customer00191@example.com,Khon Kaen,2024-02-21,organic
192,customer00192@example.com,Bangkok,2024/02/21,organic
193,customer00193@example.com,Chon Buri,2024-02-21,ads
194,customer00194@example.com,Nakhon Ratchasima,21/02/2024,ads
195,customer00195@example.com,Bangkok,2024-02-21,organic
196,customer00196@example.com,Bangkok,2024-02-21,organic
197,customer00197@example.com,Chon Buri,2024-02-22,organic
198,customer00198@example.com,Hat Yai,2024-02-22,organic
199,customer00199@example.com,Nakhon Ratchasima,2024-02-22,organic
200,customer00200@example.com,Bangkok,2024-02-22,ads
201,,Nakhon Ratchasima,23/02/2024,ads
202,customer00202@example.com,Khon Kaen,2024/02/23,organic
203,customer00203@example.com,Bangkok,2024-02-23,organic
204,,Bangkok,2024-02-24,organic
205,customer00205@example.com,Nakhon Ratchasima,2024-02-24,organic
206,customer00206@example.com,Udon Thani,2024-02-25,referral
207,customer00207@example.com,Chon Buri,2024-02-25,referral
208,customer00208@example.com,Bangkok,2024-02-25,ads
209,customer00209@example.com,Chon Buri,2024-02-25,referral
210,customer00210@example.com,Nakhon Ratchasima,2024-02-25,referral
211,customer00211@example.com,Bangkok,2024-02-26,ads
212,customer00212@example.com,Bangkok,2024-02-27,organic
213,,Phuket,2024/02/27,organic
214,customer00214@example.com,Bangkok,2024-02-27,organic
215,customer00215@example.com,Chon Buri,2024-02-27,ads
216,customer00216@example.com,Hat Yai,2024-02-28,organic
217,,Bangkok,2024-02-28,ads
218,customer00218@example.com,Khon Kaen,2024-02-29,ads
219,customer00219@example.com,Chiang Mai,2024-02-29,ads
220,customer00220@example.com,Chiang Mai,2024-02-29,ads
221,customer00221@example.com,Bangkok,2024-02-29,referral
222,customer00222@example.com,Bangkok,2024-03-01,organic
223,customer00223@example.com, Chiang Mai ,2024/03/01,organic
224,,,2024-03-02,ads
225,customer00225@example.com,Hat Yai,2024-03-02,organic
226,customer00226@example.com,Bangkok,02/03/2024,organic
227,customer00227@example.com,Phuket,2024-03-02,organic
228,customer00228@example.com,,02/03/2024,organic
229,customer00229@example.com,Khon Kaen,2024-03-02,referral
230,customer00230@example.com,Chon Buri,2024/03/03,organic
231,customer00231@example.com,Chiang Mai,2024/03/03,ads
232,customer00232@example.com,Bangkok,2024-03-03,referral
233,customer00233@example.com,Phuket,03/03/2024,organic
234,customer00234@example.com,Nakhon Ratchasima,2024-03-04,organic
235,customer00235@example.com,Chiang Mai,2024-03-04,organic
236,customer00236@example.com,Bangkok,04/03/2024,ads
237,customer00237@example.com,Bangkok,2024-03-04,referral
238,customer00238@example.com,Phuket,2024-03-05,organic
239,customer00239@example.com,Bangkok,2024-03-05,ads
240,customer00240@example.com,Chon Buri,2024-03-05,ads
241,customer00241@example.com,Bangkok,05/03/2024,ads
242,customer00242@example.com,Chon Buri,2024-03-05,organic
243,customer00243@example.com,Bangkok,06/03/2024,organic
244,customer00244@example.com,Nakhon Ratchasima,2024-03-06,ads
245,customer00245@example.com,Udon Thani,2024/03/06,organic
246,customer00246@example.com,Bangkok,2024-03-07,referral
247,customer00247@example.com,Chiang Mai,2024/03/07,referral
248,customer00248@example.com,Bangkok,07/03/2024,organic
249,customer00249@example.com,Bangkok,2024-03-07,organic
250,customer00250@example.com,Phuket,2024-03-08,referral
251,customer00251@example.com,Udon Thani,2024/03/08,organic
252,customer00252@example.com,Bangkok,2024-03-08,organic
253,customer00253@example.com,Nakhon Ratchasima,08/03/2024,referral
254,customer00254@example.com,Bangkok,08/03/2024,organic
255,customer00255@example.com,Bangkok,09/03/2024,ads
256,customer00256@example.com,Bangkok,2024-03-09,organic
257,customer00257@example.com,BANGKOK,2024/03/09,ads
258,customer00258@example.com,Hat Yai,2024-03-10,ads
259,customer00259@example.com,Bangkok,2024-03-10,organic
260,customer00260@example.com,Hat Yai,2024/03/11,referral
261,customer00261@example.com,,2024-03-11,organic
262,customer00262@example.com,Bangkok,11/03/2024,organic
263,customer00263@example.com,Chiang Mai,2024-03-12,ads
264,customer00264@example.com,Bangkok,2024-03-12,organic
265,customer00265@example.com,Phuket,2024-03-12,organic
266,customer00266@example.com,Phuket,12/03/2024,organic
267,customer00267@example.com,Khon Kaen,2024-03-12,organic
268,customer00268@example.com,Bangkok,13/03/2024,organic
269,customer00269@example.com,Hat Yai,13/03/2024,organic
270,customer00270@example.com,nakhon ratchasima,13/03/2024,organic
271,customer00271@example.com,Hat Yai,13/03/2024,organic
272,customer00272@example.com,Khon Kaen,14/03/2024,ads
273,customer00273@example.com,Bangkok,2024-03-14,organic
274,customer00274@example.com,Chiang Mai,2024-03-15,referral
275,customer00275@example.com,,2024-03-15,ads
276,customer00276@example.com,Khon Kaen,2024/03/15,organic
277,customer00277@example.com,Chiang Mai,15/03/2024,organic
278,customer00278@example.com,,2024-03-15,ads
279,customer00279@example.com,Bangkok,2024/03/15,organic
280,customer00280@example.com,Bangkok,2024-03-16,referral
281,customer00281@example.com,Chon Buri,16/03/2024,ads
282,customer00282@example.com,Hat Yai,2024-03-16,organic
283,customer00283@example.com,Chiang Mai,2024-03-17,ads
284,customer00284@example.com,,2024-03-17,organic
285,customer00285@example.com,Nakhon Ratchasima,2024-03-17,referral
286,customer00286@example.com,Bangkok,2024-03-17,referral
287,customer00287@example.com,Nakhon Ratchasima,17/03/2024,organic
288,customer00288@example.com,Chon Buri,2024-03-17,ads
289,customer00289@example.com,Chon Buri,2024-03-17,organic
290,customer00290@example.com,Hat Yai,2024-03-17,organic
291,customer00291@example.com,Bangkok,2024-03-18,ads
292,customer00292@example.com,Nakhon Ratchasima,2024-03-18,organic
293,customer00293@example.com,Bangkok,2024-03-18,organic
294,customer00294@example.com,Khon Kaen,2024-03-18,organic
295,customer00295@example.com, Bangkok ,2024-03-18,organic
296,customer00296@example.com,Bangkok,2024-03-18,organic
297,customer00297@example.com,Phuket,2024-03-19,ads
298,customer00298@example.com,Chon Buri,19/03/2024,organic
299,customer00299@example.com,Bangkok,2024-03-19,organic
300,customer00300@example.com,Bangkok,19/03/2024,organic
301,customer00301@example.com,Bangkok,2024-03-19,organic
302,customer00302@example.com,Nakhon Ratchasima,2024-03-19,organic
303,customer00303@example.com,Nakhon Ratchasima,2024-03-19,ads
304,customer00304@example.com,Khon Kaen,20/03/2024,ads
305,customer00305@example.com,Nakhon Ratchasima,2024-03-20,ads
306,customer00306@example.com,Bangkok,20/03/2024,organic
307,customer00307@example.com,Bangkok,2024-03-20,organic
308,customer00308@example.com,Nakhon Ratchasima,2024-03-20,organic
309,customer00309@example.com, Nakhon Ratchasima ,2024-03-21,organic
310,customer00310@example.com,Hat Yai,21/03/2024,organic
311,customer00311@example.com,Chon Buri,2024-03-21,organic
312,customer00312@example.com,,2024/03/21,ads
313,customer00313@example.com,Chiang Mai,21/03/2024,organic
313,customer00313@example.com,Chiang Mai,21/03/2024,organic
314,customer00314@example.com,,22/03/2024,referral
315,customer00315@example.com,Chon Buri,22/03/2024,ads
316,customer00316@example.com,Bangkok,2024-03-23,organic
317,,Chiang Mai,23/03/2024,ads
318,customer00318@example.com,Bangkok,2024-03-23,ads
319,,BANGKOK,2024-03-24,organic
320,customer00320@example.com,Chiang Mai,2024-03-24,ads
321,customer00321@example.com,Udon Thani,2024-03-24,organic
322,customer00322@example.com,Chiang Mai,2024-03-24,ads
323,customer00323@example.com,Bangkok,2024-03-24,organic
324,customer00324@example.com,Udon Thani,2024-03-24,organic
325,customer00325@example.com,chiang mai,25/03/2024,organic
326,customer00326@example.com,Chon Buri,2024-03-25,ads
327,customer00327@example.com,Bangkok,2024-03-25,organic
328,customer00328@example.com,Khon Kaen,2024/03/26,ads
329,customer00329@example.com,Bangkok,2024-03-26,ads
330,customer00330@example.com,Chiang Mai,26/03/2024,organic
331,customer00331@example.com,Hat Yai,2024/03/26,organic
332,customer00332@example.com,Phuket,2024-03-26,ads
333,customer00333@example.com,Bangkok,27/03/2024,organic
334,customer00334@example.com,BANGKOK,2024-03-27,referral
335,customer00335@example.com,Phuket,2024-03-27,ads
336,customer00336@example.com,Hat Yai,2024-03-27,ads
337,customer00337@example.com,Bangkok,27/03/2024,ads
338,customer00338@example.com,Bangkok,2024-03-27,ads
339,customer00339@example.com,Nakhon Ratchasima,27/03/2024,organic
340,customer00340@example.com,,2024-03-27,ads
341,customer00341@example.com,Khon Kaen,27/03/2024,organic
342,customer00342@example.com,Chiang Mai,2024-03-27,ads
343,customer00343@example.com,Phuket,2024-03-28,referral
344,customer00344@example.com,Chon Buri,2024-03-28,organic
345,customer00345@example.com,Khon Kaen,2024-03-28,ads
346,customer00346@example.com,Udon Thani,28/03/2024,organic
347,customer00347@example.com,Bangkok,2024-03-29,organic
348,customer00348@example.com,Chiang Mai,2024-03-29,referral
349,customer00349@example.com,Udon Thani,2024-03-29,ads
350,customer00350@example.com,Bangkok,2024-03-29,referral
351,customer00351@example.com,Bangkok,2024-03-29,organic
352,customer00352@example.com,Bangkok,29/03/2024,organic
353,customer00353@example.com,Bangkok,2024-03-29,referral
354,customer00354@example.com,Udon Thani,29/03/2024,organic
355,customer00355@example.com,Udon Thani,2024-03-30,ads
356,customer00356@example.com,udon thani,30/03/2024,ads
357,customer00357@example.com,Khon Kaen,30/03/2024,ads
358,customer00358@example.com,nakhon ratchasima,2024-03-30,referral
359,customer00359@example.com,Bangkok,2024-03-31,organic
360,customer00360@example.com,Bangkok,2024-03-31,organic
361,customer00361@example.com,bangkok,2024-03-31,organic
362,customer00362@example.com,Phuket,2024-04-01,organic
363,customer00363@example.com, Nakhon Ratchasima ,2024-04-01,referral
364,customer00364@example.com,Hat Yai,2024-04-01,ads
365,customer00365@example.com,Bangkok,2024-04-01,organic
366,customer00366@example.com,Phuket,2024/04/01,organic
366,customer00366@example.com,Phuket,2024/04/01,organic
367,customer00367@example.com,Chon Buri,01/04/2024,organic
368,customer00368@example.com,Bangkok,2024-04-01,organic
369,customer00369@example.com,Bangkok,2024-04-02,referral
370,customer00370@example.com,Bangkok,2024-04-02,ads
371,customer00371@example.com,Khon Kaen,2024-04-02,ads
372,customer00372@example.com,Bangkok,2024-04-02,organic
373,customer00373@example.com,Chon Buri,03/04/2024,organic
374,customer00374@example.com,Bangkok,2024-04-03,ads
375,customer00375@example.com,Udon Thani,2024-04-03,organic
376,,KHON KAEN,2024-04-03,referral
377,customer00377@example.com,Nakhon Ratchasima,2024-04-05,ads
378,customer00378@example.com,Chiang Mai,2024-04-05,organic
379,customer00379@example.com,Bangkok,2024-04-05,ads
379,customer00379@example.com,Bangkok,2024-04-05,ads
380,customer00380@example.com,Bangkok,2024-04-05,organic
381,customer00381@example.com,Udon Thani,2024-04-05,organic
382,customer00382@example.com,Hat Yai,2024-04-06,ads
383,customer00383@example.com,Chiang Mai,2024/04/07,ads
384,customer00384@example.com,Nakhon Ratchasima,07/04/2024,organic
385,customer00385@example.com,Khon Kaen,07/04/2024,organic
386,customer00386@example.com,Bangkok,2024/04/08,organic
387,customer00387@example.com,Udon Thani,2024-04-08,organic
388,customer00388@example.com,Bangkok,2024/04/08,organic
389,customer00389@example.com, Khon Kaen ,2024-04-08,organic
390,customer00390@example.com,Phuket,2024-04-09,ads
391,customer00391@example.com,bangkok,2024-04-09,organic
392,,Bangkok,10/04/2024,organic
393,customer00393@example.com,Chon Buri,2024-04-10,ads
394,customer00394@example.com,Bangkok,2024-04-10,organic
395,customer00395@example.com,Chon Buri,2024-04-10,organic
396,customer00396@example.com,,2024-04-10,ads
397,customer00397@example.com,Phuket,2024-04-10,ads
398,customer00398@example.com,Bangkok,11/04/2024,ads
399,customer00399@example.com,Nakhon Ratchasima,2024-04-11,organic
400,customer00400@example.com,Nakhon Ratchasima,11/04/2024,organic
401,customer00401@example.com,Bangkok,2024/04/11,ads
402,customer00402@example.com,Phuket,2024-04-11,organic
403,customer00403@example.com,Khon Kaen,2024-04-11,ads
404,customer00404@example.com,Bangkok,2024/04/11,ads
405,customer00405@example.com,Phuket,2024-04-11,ads
406,customer00406@example.com,,2024-04-12,organic
407,, Bangkok ,2024-04-12,ads
408,customer00408@example.com,Chon Buri,12/04/2024,organic
409,,Bangkok,2024-04-12,organic
410,customer00410@example.com,Chon Buri,2024-04-13,organic
411,customer00411@example.com,Bangkok,2024-04-13,organic
412,customer00412@example.com,Bangkok,13/04/2024,ads
413,customer00413@example.com,Chon Buri,2024-04-13,ads
414,customer00414@example.com,Hat Yai,2024-04-13,organic
415,customer00415@example.com,Bangkok,14/04/2024,organic
416,customer00416@example.com,Bangkok,2024-04-14,ads
417,customer00417@example.com,chon buri,2024/04/14,ads
418,customer00418@example.com,Nakhon Ratchasima,2024/04/14,referral
419,customer00419@example.com,Udon Thani,2024-04-14,organic
420,customer00420@example.com,Chiang Mai,15/04/2024,organic
421,customer00421@example.com,Nakhon Ratchasima,2024-04-15,organic
422,customer00422@example.com,Bangkok,2024-04-15,organic
423,customer00423@example.com,Bangkok,2024-04-16,referral
424,customer00424@example.com,Bangkok,2024-04-16,organic
425,customer00425@example.com,Udon Thani,2024-04-16,referral
426,customer00426@example.com,Bangkok,16/04/2024,ads
427,customer00427@example.com,Nakhon Ratchasima,2024-04-17,referral
428,customer00428@example.com,Bangkok,17/04/2024,organic
429,customer00429@example.com,Udon Thani,2024-04-17,ads
430,customer00430@example.com,Bangkok,2024-04-17,ads
431,customer00431@example.com,Bangkok,2024-04-18,organic
432,customer00432@example.com,Udon Thani,2024-04-18,referral
433,,Bangkok,2024-04-18,referral
434,customer00434@example.com,Nakhon Ratchasima,2024-04-18,organic
435,customer00435@example.com,Bangkok,2024-04-18,ads
436,customer00436@example.com,Phuket,2024-04-19,organic
437,customer00437@example.com,Chiang Mai,2024-04-19,ads
438,customer00438@example.com,Bangkok,2024/04/19,organic
439,customer00439@example.com,bangkok,2024-04-19,organic
440,customer00440@example.com,Chon Buri,20/04/2024,organic
441,customer00441@example.com,Bangkok,20/04/2024,ads
442,customer00442@example.com,Phuket,2024-04-21,ads
443,customer00443@example.com,Chon Buri,2024-04-21,referral
444,customer00444@example.com, Bangkok ,2024-04-21,organic
445,customer00445@example.com,Bangkok,2024-04-21,ads
446,customer00446@example.com,Udon Thani,2024-04-21,organic
447,customer00447@example.com, Chiang Mai ,2024-04-21,organic
448,customer00448@example.com,Chon Buri,2024-04-21,ads
449,customer00449@example.com,Bangkok,2024-04-21,organic
450,customer00450@example.com,Hat Yai,2024-04-21,organic
451,customer00451@example.com,bangkok,2024-04-22,organic
452,customer00452@example.com,Bangkok,2024-04-22,organic
453,customer00453@example.com,Bangkok,2024-04-23,organic
454,customer00454@example.com,Khon Kaen,2024-04-23,organic
455,customer00455@example.com,Chon Buri,2024/04/23,ads
456,customer00456@example.com,Phuket,2024-04-24,ads
457,customer00457@example.com,Chon Buri,2024-04-24,organic
458,customer00458@example.com,Bangkok,2024-04-24,ads
459,customer00459@example.com,Nakhon Ratchasima,2024/04/24,organic
460,customer00460@example.com,Bangkok,24/04/2024,organic
461,customer00461@example.com,Bangkok,2024/04/24,organic
462,customer00462@example.com,,2024-04-24,ads
463,customer00463@example.com,Chon Buri,2024-04-25,organic
464,customer00464@example.com,Bangkok,2024-04-25,ads
465,customer00465@example.com,Bangkok,25/04/2024,ads
466,customer00466@example.com,Bangkok,2024/04/25,organic
467,customer00467@example.com,Hat Yai,2024-04-25,ads
468,customer00468@example.com,Bangkok,2024-04-25,ads
469,customer00469@example.com,Chon Buri,2024-04-26,organic
470,customer00470@example.com,Bangkok,2024-04-26,ads
471,customer00471@example.com,Chon Buri,2024-04-26,organic
472,customer00472@example.com,Bangkok,26/04/2024,ads
473,,Bangkok,2024-04-26,referral
474,customer00474@example.com,Bangkok,2024/04/26,ads
475,customer00475@example.com,Nakhon Ratchasima,2024-04-26,organic
476,customer00476@example.com,Nakhon Ratchasima,2024-04-27,referral
477,customer00477@example.com,Chon Buri,27/04/2024,organic
478,customer00478@example.com,,2024-04-27,organic
479,customer00479@example.com,Chon Buri,2024-04-27,organic
479,customer00479@example.com,Chon Buri,2024-04-27,organic
480,customer00480@example.com,Bangkok,2024-04-27,organic
481,customer00481@example.com,Chiang Mai,28/04/2024,organic
482,customer00482@example.com,Udon Thani,2024/04/28,ads
483,customer00483@example.com,Chiang Mai,28/04/2024,organic
484,customer00484@example.com,Nakhon Ratchasima,2024-04-28,ads
485,customer00485@example.com,Bangkok,2024/04/28,organic
486,customer00486@example.com,Chon Buri,2024-04-29,organic
487,customer00487@example.com,Chiang Mai,2024/04/29,organic
488,customer00488@example.com,Bangkok,29/04/2024,organic
489,customer00489@example.com,Chiang Mai,30/04/2024,ads
490,customer00490@example.com,Khon Kaen,2024-04-30,organic
491,customer00491@example.com,Nakhon Ratchasima,2024-04-30,referral
492,customer00492@example.com,Chiang Mai,01/05/2024,organic
493,customer00493@example.com,Phuket,2024-05-01,organic
494,customer00494@example.com,Chon Buri,2024-05-01,organic
495,customer00495@example.com,Chiang Mai,2024-05-01,organic
496,customer00496@example.com,Bangkok,2024-05-02,ads
497,customer00497@example.com,Chon Buri,2024-05-02,ads
498,customer00498@example.com,Udon Thani,2024-05-02,organic
499,customer00499@example.com,Udon Thani,2024-05-02,organic
500,customer00500@example.com,Khon Kaen,2024-05-02,organic
